TID_UPGRADE_DISPLAYNAME_FERTILIZER,Fertilizer
TID_UPGRADE_DESC_FERTILIZER,"Farms are twice as efficient.It's chocolate, I swear."
TID_UPGRADE_DISPLAYNAME_COOKIE_TREES,Cookie trees
TID_UPGRADE_DESC_COOKIE_TREES,Farms are twice as efficient.A relative of the breadfruit.
TID_UPGRADE_DISPLAYNAME_STURDIER_CONVEYOR_BELTS,Sturdier conveyor belts
TID_UPGRADE_DESC_STURDIER_CONVEYOR_BELTS,Factories gain +4 base CpS.You're going places.
TID_UPGRADE_DISPLAYNAME_CHILD_LABOR,Child labor
TID_UPGRADE_DESC_CHILD_LABOR,"Factories are twice as efficient.Cheaper, healthier workforce."
TID_UPGRADE_DISPLAYNAME_SWEATSHOP,Sweatshop
TID_UPGRADE_DESC_SWEATSHOP,Factories are twice as efficient.Slackers will be terminated.
TID_UPGRADE_DISPLAYNAME_SUGAR_GAS,Sugar gas
TID_UPGRADE_DESC_SUGAR_GAS,"Mines gain +10 base CpS.A pink, volatile gas, found in the depths of some chocolate caves."
TID_UPGRADE_DISPLAYNAME_MEGADRILL,Megadrill
TID_UPGRADE_DESC_MEGADRILL,Mines are twice as efficient.You're in deep.
TID_UPGRADE_DISPLAYNAME_ULTRADRILL,Ultradrill
TID_UPGRADE_DESC_ULTRADRILL,Mines are twice as efficient.Finally caved in?
TID_UPGRADE_DISPLAYNAME_VANILLA_NEBULAE,Vanilla nebulae
TID_UPGRADE_DESC_VANILLA_NEBULAE,"Shipments gain +30 base CpS.If you removed your space helmet, you could probably smell it!(Note : don't do that.)"
TID_UPGRADE_DISPLAYNAME_WORMHOLES,Wormholes
TID_UPGRADE_DESC_WORMHOLES,"Shipments are twice as efficient.By using these as shortcuts, your ships can travel much faster."
TID_UPGRADE_DISPLAYNAME_FREQUENT_FLYER,Frequent flyer
TID_UPGRADE_DESC_FREQUENT_FLYER,Shipments are twice as efficient.Come back soon!
TID_UPGRADE_DISPLAYNAME_ANTIMONY,Antimony
TID_UPGRADE_DESC_ANTIMONY,Alchemy labs gain +100 base CpS.Actually worth a lot of mony.
TID_UPGRADE_DISPLAYNAME_ESSENCE_OF_DOUGH,Essence of dough
TID_UPGRADE_DESC_ESSENCE_OF_DOUGH,Alchemy labs are twice as efficient.Extracted through the 5 ancient steps of alchemical baking.
TID_UPGRADE_DISPLAYNAME_TRUE_CHOCOLATE,True chocolate
TID_UPGRADE_DESC_TRUE_CHOCOLATE,Alchemy labs are twice as efficient.The purest form of cacao.
TID_UPGRADE_DISPLAYNAME_ANCIENT_TABLET,Ancient tablet
TID_UPGRADE_DESC_ANCIENT_TABLET,"Portals gain +1,666 base CpS.A strange slab of peanut brittle, holding an ancient cookie recipe. Neat!"
TID_UPGRADE_DISPLAYNAME_INSANE_OATLING_WORKERS,Insane oatling workers
TID_UPGRADE_DESC_INSANE_OATLING_WORKERS,"Portals are twice as efficient.ARISE, MY MINIONS!"
TID_UPGRADE_DISPLAYNAME_SOUL_BOND,Soul bond
TID_UPGRADE_DESC_SOUL_BOND,"Portals are twice as efficient.So I just sign up and get more cookies? Sure, whatever!"
TID_UPGRADE_DISPLAYNAME_FLUX_CAPACITORS,Flux capacitors
TID_UPGRADE_DESC_FLUX_CAPACITORS,"Time machines gain +9,876 base CpS.Bake to the future."
TID_UPGRADE_DISPLAYNAME_TIME_PARADOX_RESOLVER,Time paradox resolver
TID_UPGRADE_DESC_TIME_PARADOX_RESOLVER,Time machines are twice as efficient.No more fooling around with your own grandmother!
TID_UPGRADE_DISPLAYNAME_QUANTUM_CONUNDRUM,Quantum conundrum
TID_UPGRADE_DESC_QUANTUM_CONUNDRUM,"Time machines are twice as efficient.There is only one constant, and that is universal uncertainty.Or is it?"
TID_UPGRADE_DISPLAYNAME_KITTEN_HELPERS,Kitten helpers
TID_UPGRADE_DESC_KITTEN_HELPERS,You gain more CpS the more milk you have.meow may I help you
TID_UPGRADE_DISPLAYNAME_KITTEN_WORKERS,Kitten workers
TID_UPGRADE_DESC_KITTEN_WORKERS,You gain more CpS the more milk you have.meow meow meow meow
TID_UPGRADE_DISPLAYNAME_OATMEAL_RAISIN_COOKIES,Oatmeal raisin cookies
TID_UPGRADE_DESC_OATMEAL_RAISIN_COOKIES,Cookie production multiplier +5%.No raisin to hate these.
TID_UPGRADE_DISPLAYNAME_PEANUT_BUTTER_COOKIES,Peanut butter cookies
TID_UPGRADE_DESC_PEANUT_BUTTER_COOKIES,Cookie production multiplier +5%.Get yourself some jam cookies!
TID_UPGRADE_DISPLAYNAME_PLAIN_COOKIES,Plain cookies
TID_UPGRADE_DESC_PLAIN_COOKIES,Cookie production multiplier +5%.Meh.
TID_UPGRADE_DISPLAYNAME_COCONUT_COOKIES,Coconut cookies
TID_UPGRADE_DESC_COCONUT_COOKIES,Cookie production multiplier +5%.These are *way* flaky.
TID_UPGRADE_DISPLAYNAME_WHITE_CHOCOLATE_COOKIES,White chocolate cookies
TID_UPGRADE_DESC_WHITE_CHOCOLATE_COOKIES,Cookie production multiplier +5%.I know what you'll say. It's just cocoa butter! It's not real chocolate!Oh please.
TID_UPGRADE_DISPLAYNAME_MACADAMIA_NUT_COOKIES,Macadamia nut cookies
TID_UPGRADE_DESC_MACADAMIA_NUT_COOKIES,Cookie production multiplier +5%.They're macadamn delicious!
TID_UPGRADE_DISPLAYNAME_DOUBLE_CHIP_COOKIES,Double-chip cookies
TID_UPGRADE_DESC_DOUBLE_CHIP_COOKIES,Cookie production multiplier +10%.DOUBLE THE CHIPSDOUBLE THE TASTY(double the calories)
TID_UPGRADE_DISPLAYNAME_SUGAR_COOKIES,Sugar cookies
TID_UPGRADE_DESC_SUGAR_COOKIES,"Cookie production multiplier +5%.Tasty, if a little unimaginative."
TID_UPGRADE_DISPLAYNAME_WHITE_CHOCOLATE_MACADAMIA_NUT_COOKIES,White chocolate macadamia nut cookies
TID_UPGRADE_DESC_WHITE_CHOCOLATE_MACADAMIA_NUT_COOKIES,Cookie production multiplier +10%.Orteil's favorite.
TID_UPGRADE_DISPLAYNAME_ALL_CHOCOLATE_COOKIES,All-chocolate cookies
TID_UPGRADE_DESC_ALL_CHOCOLATE_COOKIES,Cookie production multiplier +10%.CHOCOVERDOSE.
TID_UPGRADE_DISPLAYNAME_QUADRILLION_FINGERS,Quadrillion fingers
TID_UPGRADE_DESC_QUADRILLION_FINGERS,The mouse and cursors gain +20 cookies for each non-cursor object owned.clickityclickityclickityclickityclick
TID_UPGRADE_DISPLAYNAME_PRUNE__UICE,Prune juice
TID_UPGRADE_DESC_PRUNE__UICE,Grandmas are twice as efficient.Gets me going.
TID_UPGRADE_DISPLAYNAME_GENETICALLY_MODIFIED_COOKIES,Genetically-modified cookies
TID_UPGRADE_DESC_GENETICALLY_MODIFIED_COOKIES,Farms are twice as efficient.All-natural mutations.
TID_UPGRADE_DISPLAYNAME_RADIUM_REACTORS,Radium reactors
TID_UPGRADE_DESC_RADIUM_REACTORS,Factories are twice as efficient.Gives your cookies a healthy glow.
TID_UPGRADE_DISPLAYNAME_ULTIMADRILL,Ultimadrill
TID_UPGRADE_DESC_ULTIMADRILL,"Mines are twice as efficient.Pierce the heavens, etc."
TID_UPGRADE_DISPLAYNAME_WARP_DRIVE,Warp drive
TID_UPGRADE_DESC_WARP_DRIVE,Shipments are twice as efficient.To boldly bake.
TID_UPGRADE_DISPLAYNAME_AMBROSIA,Ambrosia
TID_UPGRADE_DESC_AMBROSIA,Alchemy labs are twice as efficient.Adding this to the cookie mix is sure to make them even more addictive!Perhaps dangerously so.Let's hope you can keep selling these legally.
TID_UPGRADE_DISPLAYNAME_SANITY_DANCE,Sanity dance
TID_UPGRADE_DESC_SANITY_DANCE,Portals are twice as efficient.We can change if we want to.We can leave our brains behind.
TID_UPGRADE_DISPLAYNAME_CAUSALITY_ENFORCER,Causality enforcer
TID_UPGRADE_DESC_CAUSALITY_ENFORCER,"Time machines are twice as efficient.What happened, happened."
TID_UPGRADE_DISPLAYNAME_LUCKY_DAY,Lucky day
TID_UPGRADE_DESC_LUCKY_DAY,"Golden cookies appear twice as often and stay twice as long.Oh hey, a four-leaf penny!"
TID_UPGRADE_DISPLAYNAME_SERENDIPITY,Serendipity
TID_UPGRADE_DESC_SERENDIPITY,Golden cookies appear twice as often and stay twice as long.What joy! Seven horseshoes!
TID_UPGRADE_DISPLAYNAME_KITTEN_ENGINEERS,Kitten engineers
TID_UPGRADE_DESC_KITTEN_ENGINEERS,"You gain more CpS the more milk you have.meow meow meow meow, sir"
TID_UPGRADE_DISPLAYNAME_DARK_CHOCOLATE_COATED_COOKIES,Dark chocolate-coated cookies
TID_UPGRADE_DESC_DARK_CHOCOLATE_COATED_COOKIES,Cookie production multiplier +15%.These absorb light so well you almost need to squint to see them.
TID_UPGRADE_DISPLAYNAME_WHITE_CHOCOLATE_COATED_COOKIES,White chocolate-coated cookies
TID_UPGRADE_DESC_WHITE_CHOCOLATE_COATED_COOKIES,Cookie production multiplier +15%.These dazzling cookies absolutely glisten with flavor.
TID_UPGRADE_DISPLAYNAME_FARMER_GRANDMAS,Farmer grandmas
TID_UPGRADE_DESC_FARMER_GRANDMAS,Grandmas are twice as efficient.A nice farmer to grow more cookies.
TID_UPGRADE_DISPLAYNAME_WORKER_GRANDMAS,Worker grandmas
TID_UPGRADE_DESC_WORKER_GRANDMAS,Grandmas are twice as efficient.A nice worker to manufacture more cookies.
TID_UPGRADE_DISPLAYNAME_MINER_GRANDMAS,Miner grandmas
TID_UPGRADE_DESC_MINER_GRANDMAS,Grandmas are twice as efficient.A nice miner to dig more cookies.
TID_UPGRADE_DISPLAYNAME_COSMIC_GRANDMAS,Cosmic grandmas
TID_UPGRADE_DESC_COSMIC_GRANDMAS,Grandmas are twice as efficient.A nice thing to... uh... cookies.
TID_UPGRADE_DISPLAYNAME_TRANSMUTED_GRANDMAS,Transmuted grandmas
TID_UPGRADE_DESC_TRANSMUTED_GRANDMAS,Grandmas are twice as efficient.A nice golden grandma to convert into more cookies.
TID_UPGRADE_DISPLAYNAME_ALTERED_GRANDMAS,Altered grandmas
TID_UPGRADE_DESC_ALTERED_GRANDMAS,Grandmas are twice as efficient.a NiCe GrAnDmA tO bA##########
TID_UPGRADE_DISPLAYNAME_GRANDMAS__GRANDMAS,Grandmas' grandmas
TID_UPGRADE_DESC_GRANDMAS__GRANDMAS,Grandmas are twice as efficient.A nice grandma's nice grandma to bake double the cookies.
TID_UPGRADE_DISPLAYNAME_BINGO_CENTER_RESEARCH_FACILITY,Bingo center/Research facility
TID_UPGRADE_DESC_BINGO_CENTER_RESEARCH_FACILITY,Grandma-operated science lab and leisure club.Grandmas are 4 times as efficient.Regularly unlocks new upgrades.What could possibly keep those grandmothers in check?...Bingo.
TID_UPGRADE_DISPLAYNAME_SPECIALIZED_CHOCOLATE_CHIPS,Specialized chocolate chips
TID_UPGRADE_DESC_SPECIALIZED_CHOCOLATE_CHIPS,"[Research]Cookie production multiplier +1%.Computer-designed chocolate chips. Computer chips, if you will."
TID_UPGRADE_DISPLAYNAME_DESIGNER_COCOA_BEANS,Designer cocoa beans
TID_UPGRADE_DESC_DESIGNER_COCOA_BEANS,[Research]Cookie production multiplier +2%.Now more aerodynamic than ever!
TID_UPGRADE_DISPLAYNAME_RITUAL_ROLLING_PINS,Ritual rolling pins
TID_UPGRADE_DESC_RITUAL_ROLLING_PINS,[Research]Grandmas are twice as efficient.The result of years of scientific research!
TID_UPGRADE_DISPLAYNAME_UNDERWORLD_OVENS,Underworld ovens
TID_UPGRADE_DESC_UNDERWORLD_OVENS,"[Research]Cookie production multiplier +3%.Powered by science, of course!"
TID_UPGRADE_DISPLAYNAME_ONE_MIND,One mind
TID_UPGRADE_DESC_ONE_MIND,[Research]Each grandma gains +1 base CpS for every 50 grandmas.Note : the grandmothers are growing restless. Do not encourage them.We are one. We are many.
TID_UPGRADE_DISPLAYNAME_EXOTIC_NUTS,Exotic nuts
TID_UPGRADE_DESC_EXOTIC_NUTS,[Research]Cookie production multiplier +4%.You'll go crazy over these!
TID_UPGRADE_DISPLAYNAME_COMMUNAL_BRAINSWEEP,Communal brainsweep
TID_UPGRADE_DESC_COMMUNAL_BRAINSWEEP,[Research]Each grandma gains another +1 base CpS for every 50 grandmas.Note : proceeding any further in scientific research may have unexpected results. You have been warned.We fuse. We merge. We grow.
TID_UPGRADE_DISPLAYNAME_ARCANE_SUGAR,Arcane sugar
TID_UPGRADE_DESC_ARCANE_SUGAR,"[Research]Cookie production multiplier +5%.Tastes like insects, ligaments, and molasses."
TID_UPGRADE_DISPLAYNAME_ELDER_PACT,Elder Pact
TID_UPGRADE_DESC_ELDER_PACT,[Research]Each grandma gains +1 base CpS for every 20 portals.Note : this is a bad idea.squirm crawl slither writhetoday we rise
TID_UPGRADE_DISPLAYNAME_ELDER_PLEDGE,Elder Pledge
TID_UPGRADE_DESC_ELDER_PLEDGE,"[Repeatable]Contains the wrath of the elders, at least for a while.This is a simple ritual involving anti-aging cream, cookie batter mixed in the moonlight, and a live chicken."
TID_UPGRADE_DISPLAYNAME_PLASTIC_MOUSE,Plastic mouse
TID_UPGRADE_DESC_PLASTIC_MOUSE,Clicking gains +1% of your CpS.Slightly squeaky.
TID_UPGRADE_DISPLAYNAME_IRON_MOUSE,Iron mouse
TID_UPGRADE_DESC_IRON_MOUSE,Clicking gains +1% of your CpS.Click like it's 1349!
TID_UPGRADE_DISPLAYNAME_TITANIUM_MOUSE,Titanium mouse
TID_UPGRADE_DESC_TITANIUM_MOUSE,"Clicking gains +1% of your CpS.Heavy, but powerful."
TID_UPGRADE_DISPLAYNAME_ADAMANTIUM_MOUSE,Adamantium mouse
TID_UPGRADE_DESC_ADAMANTIUM_MOUSE,Clicking gains +1% of your CpS.You could cut diamond with these.
TID_UPGRADE_DISPLAYNAME_ULTRASCIENCE,Ultrascience
TID_UPGRADE_DESC_ULTRASCIENCE,"Research takes only 5 seconds.YEAH, SCIENCE!"
TID_UPGRADE_DISPLAYNAME_ECLIPSE_COOKIES,Eclipse cookies
TID_UPGRADE_DESC_ECLIPSE_COOKIES,Cookie production multiplier +15%.Look to the cookie.
TID_UPGRADE_DISPLAYNAME_ZEBRA_COOKIES,Zebra cookies
TID_UPGRADE_DESC_ZEBRA_COOKIES,Cookie production multiplier +15%....
TID_UPGRADE_DISPLAYNAME_QUINTILLION_FINGERS,Quintillion fingers
TID_UPGRADE_DESC_QUINTILLION_FINGERS,"The mouse and cursors gain +100 cookies for each non-cursor object owned.man, just go click click click click click, it's real easy, man."
TID_UPGRADE_DISPLAYNAME_GOLD_HOARD,Gold hoard
TID_UPGRADE_DESC_GOLD_HOARD,Golden cookies appear really often.That's entirely too many.
TID_UPGRADE_DISPLAYNAME_ELDER_COVENANT,Elder Covenant
TID_UPGRADE_DESC_ELDER_COVENANT,"[Switch]Puts a permanent end to the elders' wrath, at the price of 5% of your CpS.This is a complicated ritual involving silly, inconsequential trivialities such as cursed laxatives, century-old cacao, and an infant.Don't question it."
TID_UPGRADE_DISPLAYNAME_REVOKE_ELDER_COVENANT,Revoke Elder Covenant
TID_UPGRADE_DESC_REVOKE_ELDER_COVENANT,"[Switch]You will get 5% of your CpS back, but the grandmatriarchs will return.weriseagain"
TID_UPGRADE_DISPLAYNAME_GET_LUCKY,Get lucky
TID_UPGRADE_DESC_GET_LUCKY,"Golden cookie effects last twice as long.You've been up all night, haven't you?"
TID_UPGRADE_DISPLAYNAME_SACRIFICIAL_ROLLING_PINS,Sacrificial rolling pins
TID_UPGRADE_DESC_SACRIFICIAL_ROLLING_PINS,"Elder pledge last twice as long.These are mostly for spreading the anti-aging cream.(and accessorily, shortening the chicken's suffering.)"
TID_UPGRADE_DISPLAYNAME_SNICKERDOODLES,Snickerdoodles
TID_UPGRADE_DESC_SNICKERDOODLES,Cookie production multiplier +15%.True to their name.
TID_UPGRADE_DISPLAYNAME_STROOPWAFELS,Stroopwafels
TID_UPGRADE_DESC_STROOPWAFELS,"Cookie production multiplier +15%.If it ain't dutch, it ain't much."
TID_UPGRADE_DISPLAYNAME_MACAROONS,Macaroons
TID_UPGRADE_DESC_MACAROONS,"Cookie production multiplier +15%.Not to be confused with macarons.These have coconut, okay?"
TID_UPGRADE_DISPLAYNAME_NEUROMANCY,Neuromancy
TID_UPGRADE_DESC_NEUROMANCY,Can toggle upgrades on and off at will in the stats menu.Can also come in handy to unsee things that can't be unseen.
TID_UPGRADE_DISPLAYNAME_EMPIRE_BISCUITS,Empire biscuits
TID_UPGRADE_DESC_EMPIRE_BISCUITS,"Cookie production multiplier +15%.For your growing cookie empire, of course!"
TID_UPGRADE_DISPLAYNAME_BRITISH_TEA_BISCUITS,British tea biscuits
TID_UPGRADE_DESC_BRITISH_TEA_BISCUITS,Cookie production multiplier +15%.Quite.
TID_UPGRADE_DISPLAYNAME_CHOCOLATE_BRITISH_TEA_BISCUITS,Chocolate british tea biscuits
TID_UPGRADE_DESC_CHOCOLATE_BRITISH_TEA_BISCUITS,"Cookie production multiplier +15%.Yes, quite."
TID_UPGRADE_DISPLAYNAME_ROUND_BRITISH_TEA_BISCUITS,Round british tea biscuits
TID_UPGRADE_DESC_ROUND_BRITISH_TEA_BISCUITS,"Cookie production multiplier +15%.Yes, quite riveting."
TID_UPGRADE_DISPLAYNAME_ROUND_CHOCOLATE_BRITISH_TEA_BISCUITS,Round chocolate british tea biscuits
TID_UPGRADE_DESC_ROUND_CHOCOLATE_BRITISH_TEA_BISCUITS,"Cookie production multiplier +15%.Yes, quite riveting indeed."
TID_UPGRADE_DISPLAYNAME_ROUND_BRITISH_TEA_BISCUITS_WITH_HEART_MOTIF,Round british tea biscuits with heart motif
TID_UPGRADE_DESC_ROUND_BRITISH_TEA_BISCUITS_WITH_HEART_MOTIF,"Cookie production multiplier +15%.Yes, quite riveting indeed, old chap."
TID_UPGRADE_DISPLAYNAME_ROUND_CHOCOLATE_BRITISH_TEA_BISCUITS_WITH_HEART_MOTIF,Round chocolate british tea biscuits with heart motif
TID_UPGRADE_DESC_ROUND_CHOCOLATE_BRITISH_TEA_BISCUITS_WITH_HEART_MOTIF,Cookie production multiplier +15%.I like cookies.
TID_UPGRADE_DISPLAYNAME_SUGAR_BOSONS,Sugar bosons
TID_UPGRADE_DESC_SUGAR_BOSONS,"Antimatter condensers gain +99,999 base CpS.Sweet firm bosons."
TID_UPGRADE_DISPLAYNAME_STRING_THEORY,String theory
TID_UPGRADE_DESC_STRING_THEORY,"Antimatter condensers are twice as efficient.Reveals new insight about the true meaning of baking cookies (and, as a bonus, the structure of the universe)."
TID_UPGRADE_DISPLAYNAME_LARGE_MACARON_COLLIDER,Large macaron collider
TID_UPGRADE_DESC_LARGE_MACARON_COLLIDER,Antimatter condensers are twice as efficient.How singular!
TID_UPGRADE_DISPLAYNAME_BIG_BANG_BAKE,Big bang bake
TID_UPGRADE_DESC_BIG_BANG_BAKE,Antimatter condensers are twice as efficient.And that's how it all began.
TID_UPGRADE_DISPLAYNAME_ANTIGRANDMAS,Antigrandmas
TID_UPGRADE_DESC_ANTIGRANDMAS,Grandmas are twice as efficient.A mean antigrandma to vomit more cookies.(Do not put in contact with normal grandmas; loss of matter may occur.)
TID_UPGRADE_DISPLAYNAME_MADELEINES,Madeleines
TID_UPGRADE_DESC_MADELEINES,Cookie production multiplier +20%.Unforgettable!
TID_UPGRADE_DISPLAYNAME_PALMIERS,Palmiers
TID_UPGRADE_DESC_PALMIERS,"Cookie production multiplier +20%.Palmier than you!Yes, I just said that."
TID_UPGRADE_DISPLAYNAME_PALETS,Palets
TID_UPGRADE_DESC_PALETS,"Cookie production multiplier +20%.You could probably play hockey with these.I mean, you're welcome to try."
TID_UPGRADE_DISPLAYNAME_SABL_EACUTE_S,Sabl&eacute;s
TID_UPGRADE_DESC_SABL_EACUTE_S,"Cookie production multiplier +20%.The name implies they're made of sand. But you know better, don't you?"
TID_UPGRADE_DISPLAYNAME_KITTEN_OVERSEERS,Kitten overseers
TID_UPGRADE_DESC_KITTEN_OVERSEERS,"You gain more CpS the more milk you have.my purrpose is to serve you, sir"
TID_UPGRADE_DISPLAYNAME_SEXTILLION_FINGERS,Sextillion fingers
TID_UPGRADE_DESC_SEXTILLION_FINGERS,The mouse and cursors gain +200 cookies for each non-cursor object owned.sometimesthings justclick
TID_UPGRADE_DISPLAYNAME_DOUBLE_THICK_GLASSES,Double-thick glasses
TID_UPGRADE_DESC_DOUBLE_THICK_GLASSES,Grandmas are twice as efficient.Oh... so THAT's what I've been baking.
TID_UPGRADE_DISPLAYNAME_GINGERBREAD_SCARECROWS,Gingerbread scarecrows
TID_UPGRADE_DESC_GINGERBREAD_SCARECROWS,Farms are twice as efficient.Staring at your crops with mischievous glee.
TID_UPGRADE_DISPLAYNAME_RECOMBOBULATORS,Recombobulators
TID_UPGRADE_DESC_RECOMBOBULATORS,Factories are twice as efficient.A major part of cookie recombobulation.
TID_UPGRADE_DISPLAYNAME_H_BOMB_MINING,H-bomb mining
TID_UPGRADE_DESC_H_BOMB_MINING,"Mines are twice as efficient.Questionable efficiency, but spectacular nonetheless."
TID_UPGRADE_DISPLAYNAME_CHOCOLATE_MONOLITHS,Chocolate monoliths
TID_UPGRADE_DESC_CHOCOLATE_MONOLITHS,Shipments are twice as efficient.My god. It's full of chocolate bars.
TID_UPGRADE_DISPLAYNAME_AQUA_CRUSTULAE,Aqua crustulae
TID_UPGRADE_DESC_AQUA_CRUSTULAE,Alchemy labs are twice as efficient.Careful with the dosing - one drop too much and you get muffins.And nobody likes muffins.
TID_UPGRADE_DISPLAYNAME_BRANE_TRANSPLANT,Brane transplant
TID_UPGRADE_DESC_BRANE_TRANSPLANT,"Portals are twice as efficient.This refers to the practice of merging higher dimensional universes, or 'branes', with our own, in order to facilitate transit (and harvesting of precious cookie dough)."
TID_UPGRADE_DISPLAYNAME_YESTERMORROW_COMPARATORS,Yestermorrow comparators
TID_UPGRADE_DESC_YESTERMORROW_COMPARATORS,Time machines are twice as efficient.Fortnights into milleniums.
TID_UPGRADE_DISPLAYNAME_REVERSE_CYCLOTRONS,Reverse cyclotrons
TID_UPGRADE_DESC_REVERSE_CYCLOTRONS,"Antimatter condensers are twice as efficient.These can uncollision particles and unspin atoms. For... uh... better flavor, and stuff."
TID_UPGRADE_DISPLAYNAME_UNOBTAINIUM_MOUSE,Unobtainium mouse
TID_UPGRADE_DESC_UNOBTAINIUM_MOUSE,Clicking gains +1% of your CpS.These nice mice should suffice.
TID_UPGRADE_DISPLAYNAME_CARAMOAS,Caramoas
TID_UPGRADE_DESC_CARAMOAS,Cookie production multiplier +25%.Yeah. That's got a nice ring to it.
TID_UPGRADE_DISPLAYNAME_SAGALONGS,Sagalongs
TID_UPGRADE_DESC_SAGALONGS,Cookie production multiplier +25%.Grandma's favorite?
TID_UPGRADE_DISPLAYNAME_SHORTFOILS,Shortfoils
TID_UPGRADE_DESC_SHORTFOILS,Cookie production multiplier +25%.Foiled again!
TID_UPGRADE_DISPLAYNAME_WIN_MINTS,Win mints
TID_UPGRADE_DESC_WIN_MINTS,Cookie production multiplier +25%.They're the luckiest cookies you've ever tasted!
TID_UPGRADE_DISPLAYNAME_PERFECT_IDLING,Perfect idling
TID_UPGRADE_DESC_PERFECT_IDLING,You keep producing cookies even while the game is closed.It's the most beautiful thing I've ever seen.
TID_UPGRADE_DISPLAYNAME_FIG_GLUTTONS,Fig gluttons
TID_UPGRADE_DESC_FIG_GLUTTONS,Cookie production multiplier +25%.Got it all figured out.
TID_UPGRADE_DISPLAYNAME_LOREOLS,Loreols
TID_UPGRADE_DESC_LOREOLS,"Cookie production multiplier +25%.Because, uh... they're worth it?"
